Timestamp,fsrLEFT,fsrMIDDLE,fsrRIGHT,xpin,ypin,zpin,ax,ay,az,bx,by,bz,
360.0,0.25727272,0.0,0.0,-0.19090915,-0.17454553,0.46000004,-1.7740625,1.256,1.6473751,1.0901251,-1.8865625,1.9129374,
400.0,0.25727272,0.0,0.0,-0.24363637,-0.1672728,0.44181824,-1.627375,1.2511251,1.4710624,1.17975,-1.889375,1.9511876,
440.0,0.20181818,0.0,0.0,-0.26181817,-0.20909095,0.47090912,-1.5035625,1.316875,1.4706249,1.1715,-1.886375,1.9532499,
480.0,0.18727273,0.0,0.0,-0.3327272,-0.32727265,0.47090912,-1.4794375,1.3391249,1.46175,1.1501875,-1.8789375,1.9334376,
520.0,0.29272726,0.0,0.03181818,-0.37272716,-0.35636353,0.52363634,-1.49875,1.2751875,1.3844376,1.0838125,-1.8813125,1.8963125,
560.0,0.24,0.0,0.043636363,-0.48545456,-0.49636364,0.570909,-1.469625,1.112,1.1689999,0.99037504,-1.8774375,1.859875,
600.0,0.32181817,0.0,0.05818182,-0.5254545,-0.6072726,0.59454536,-1.283875,0.9801874,1.0278125,0.99950004,-1.8785,1.8469374,
640.0,0.29545453,0.0,0.055454545,-0.5381818,-0.7490909,0.60545444,-1.1785625,1.1441875,1.0633125,0.9603751,-1.88225,1.82775,
680.0,0.33363637,0.0,0.04909091,-0.5254545,-0.80181813,0.57636356,-1.1223125,1.0998125,1.02725,0.9801874,-1.8855,1.8324375,
720.0,0.28363636,0.0,0.04909091,-0.49636364,-0.76,0.5818181,-1.2648749,1.0968125,1.1756251,1.00875,-1.885875,1.8495624,
760.0,0.24,0.0,0.03727273,-0.39636374,-0.7490909,0.54181814,-1.2030625,1.0313125,1.0718751,1.0245626,-1.8858125,1.876375,
800.0,0.28363636,0.0,0.010909091,-0.34363627,-0.53090906,0.5072727,-1.3720624,1.2144375,1.3291249,1.1184375,-1.8840001,1.9173751,
840.0,0.28363636,0.0,0.046363637,-0.37272716,-0.2672727,0.5,-1.306875,1.063875,1.2645626,1.1506875,-1.879375,1.94,
880.0,0.21363637,0.0,0.04909091,-0.52,-0.103636265,0.5,-1.440625,1.1563749,1.2355626,1.1564374,-1.878875,1.94625,
920.0,0.2309091,0.0,0.046363637,-0.30909085,-0.03272724,0.4545455,-1.5240625,0.9289999,1.4005,1.1170001,-1.875625,1.9386251,
960.0,2.269091,0.0,0.0,0.090909004,0.46000004,-0.4545455,2.0898123,1.3183751,1.700875,0.278625,-0.022437453,-0.70887494,
1000.0,0.46545455,0.0,0.0,0.70000005,-0.649091,-0.121818066,1.5908124,1.5685,-0.71725,0.7409375,1.4268124,1.6665001,
1040.0,0.28363636,0.0,0.0,1.0054545,0.6418183,-0.03818178,1.2748749,-1.815375,-0.742,0.048000097,-1.637875,0.048000097,
1080.0,0.23727272,0.0,0.0,0.87636375,0.8236363,0.16545463,1.29125,1.417,-0.33387494,0.3018124,-1.892625,0.60362506,
1120.0,0.17545454,0.0,0.0,0.7109091,0.78181815,0.33636355,1.9605,1.3528125,-0.75743747,0.16793752,-1.709125,1.7490625,
1160.0,0.21636364,0.0,0.0,0.5,0.59454536,0.41272736,-1.9648125,1.4128749,-0.96956253,1.9963751,-1.8742499,-1.903375,
1200.0,0.122727275,0.0,0.0,0.44181824,0.38363647,0.41272736,1.9565625,1.076,-1.10175,1.7532499,-1.88525,-1.987875,
1240.0,0.07,0.0,0.0,0.096363544,0.34727263,0.38363647,1.9336874,1.1168749,-1.448875,1.6404376,-1.8895,-1.989375,
1280.0,0.060909092,0.0,0.0,-0.07454538,0.27272725,0.4181819,2.049375,1.2601874,-1.5186875,1.2219999,-1.903625,-1.9553125,
1320.0,0.02,0.0,0.0,-0.1854546,0.22545457,0.41272736,2.0398126,1.115375,-1.725625,0.86231256,-1.8200625,1.8150625,
1360.0,0.03181818,0.0,0.0,-0.23818183,0.16000009,0.44727278,1.9144375,1.0945001,-1.833,1.4440625,-1.8945,1.8610625,
1400.0,0.02,0.0,0.0,-0.29090905,0.101818085,0.4545455,1.9159999,1.1086249,2.0319376,1.563375,-1.906375,1.88275,
1440.0,0.026363635,0.0,0.0,-0.3145454,0.06727266,0.46545458,1.9395001,1.0397501,1.944,1.6173124,-1.9024374,1.897125,
1480.0,0.03181818,0.0,0.0,-0.3036363,0.090909004,0.47090912,1.8878126,1.0888126,1.9466875,1.651375,-1.904375,1.8950624,
1520.0,0.05818182,0.0,0.0,-0.21454549,0.112727165,0.48909092,1.924375,1.0855,1.9481249,1.7079375,-1.909375,1.910625,
1560.0,0.087272726,0.0,0.0,-0.22000003,0.112727165,0.54181814,1.9085624,1.0845001,1.9618125,1.68575,-1.925875,1.911875,
