Timestamp,fsrLEFT,fsrMIDDLE,fsrRIGHT,xpin,ypin,zpin,ax,ay,az,bx,by,bz,
280.0,0.03727273,0.0,0.0,-0.2854545,0.14363647,0.48363638,2.0380626,1.237875,1.431875,0.9570625,-1.94425,1.8663125,
320.0,0.07909091,0.0,0.0,-0.3800001,0.18909097,0.5,1.8373125,1.213625,1.3285,1.0616875,-1.951125,1.9064374,
360.0,0.07,0.0,0.0,-0.40181828,0.16545463,0.5290909,1.670625,1.2290001,1.2002499,1.1138749,-1.9610626,1.955625,
400.0,0.13454546,0.0,0.0,-0.35636353,0.119999886,0.5472727,1.6033125,1.2124374,1.1526251,1.1859374,-1.944625,1.9895,
440.0,0.12818182,0.0,0.0,-0.3036363,0.096363544,0.5472727,1.7573125,1.2995625,1.2955,1.19575,-1.923125,1.9915626,
480.0,0.07,0.0,0.0,-0.26181817,0.1309092,0.55999994,1.7741251,1.4181876,1.3085,1.1353126,-1.908875,1.9760625,
520.0,0.09909091,0.0,0.0,-0.29090905,0.13636374,0.5472727,1.72875,1.3919375,1.238625,1.0780001,-1.905625,1.9308751,
560.0,0.087272726,0.0,0.0,-0.31999993,0.24181819,0.5181818,1.7663751,1.3203125,1.2329376,0.99962497,-1.9190625,1.8899374,
600.0,0.096363634,0.0,0.0,-0.41454554,0.12545466,0.52363634,1.7963126,1.3314376,1.222125,0.9639375,-1.936125,1.8664999,
640.0,0.12,0.0,0.0,-0.4727273,-0.03818178,0.5818181,1.839375,1.2193124,1.110625,0.9702499,-1.949,1.85725,
680.0,0.14,0.0,0.0,-0.5727272,0.014545441,0.629091,1.7470624,1.2123125,0.98168755,0.99012494,-1.9608124,1.8708749,
720.0,0.17545454,0.0,0.0,-0.72545457,0.12545466,0.6581819,1.6665626,1.1158125,0.7610624,1.0125,-1.964125,1.888,
760.0,0.17,0.0,0.0,-0.7890909,0.096363544,0.6654546,1.6175001,1.085125,0.5861249,1.0545001,-1.94925,1.9205,
800.0,0.17818181,0.0,0.0,-0.93090916,0.014545441,0.5181818,1.55,1.1251874,0.4013126,1.1078751,-1.93275,1.9608126,
840.0,0.14909092,0.0,0.0,-0.76,-0.121818066,0.149091,1.6284375,1.255625,0.46362495,1.1556876,-1.909625,1.9863124,
880.0,0.084545456,2.489091,0.0,0.63636374,-0.6309092,-0.75454545,1.8083749,1.8086874,1.302625,0.46818757,-0.99706244,-0.22399998,
920.0,0.07909091,0.0,0.0,1.0454545,0.090909004,-0.07454538,2.0591874,-1.0284375,-0.26400006,0.09575009,1.786875,1.2608125,
960.0,0.03181818,0.0,0.0,1.6090908,0.025454521,0.3127272,-1.64625,-1.1460625,-1.7364376,0.049124956,-1.9356875,0.8231876,
1000.0,0.026363635,0.0,0.0,1.0290909,-0.03272724,0.4181819,-1.099125,-1.83075,-1.6428125,0.41156244,-1.95425,1.726625,
1040.0,0.034545455,0.0,0.0,0.67090917,-0.056363583,0.47090912,-0.34862494,0.25706244,1.9449375,0.4813125,-1.8301876,1.5729375,
1080.0,0.02,0.0,0.0,0.6418183,0.0018181801,0.5072727,-1.4335625,0.7823124,-1.895125,0.32800007,-1.909875,1.925375,
1120.0,0.02,0.0,0.0,0.7290909,0.059999943,0.49454546,-1.8263125,1.1703124,-1.6012499,0.8643124,-1.8453751,1.8023126,
1160.0,0.05818182,0.0,0.0,0.44181824,0.083636284,0.39454556,-1.538,1.1333749,-1.6835625,1.286125,-1.9399375,1.9175625,
1200.0,0.02,0.0,0.0,0.01999998,0.12545466,0.3599999,-1.6630626,1.19325,-1.93975,1.2025001,-1.929375,1.9290626,
1240.0,0.02,0.0,0.0,-0.098181725,0.12545466,0.37090898,-1.8023125,1.1789374,2.031375,1.3884375,-1.9290625,1.9333124,
1280.0,0.02,0.0,0.0,-0.15090919,0.15454555,0.37090898,2.0368748,1.254875,1.8764374,1.5380001,-1.963875,1.9386251,
1320.0,0.02,0.0,0.0,-0.24363637,0.17272735,0.4181819,1.8906875,1.1312499,1.7508125,1.7484374,-1.966,1.9906249,
1360.0,0.02,0.0,0.0,-0.22727275,0.15454555,0.42363644,1.8295624,1.1022501,1.6234374,1.7416251,-1.9410625,1.981875,
1400.0,0.02,0.0,0.0,-0.19818187,0.149091,0.47636366,1.81125,1.1875,1.5669374,1.7516251,-1.948875,1.9890001,
1440.0,0.026363635,0.0,0.0,-0.1854546,0.149091,0.5,1.8299999,1.1583126,1.6121249,1.7381876,-1.964125,1.9981875,
1480.0,0.022727273,0.0,0.0,-0.15636373,0.14363647,0.5,1.840625,1.1429999,1.63925,1.765125,-1.966625,2.0049376,
