Timestamp,fsrLEFT,fsrMIDDLE,fsrRIGHT,xpin,ypin,zpin,ax,ay,az,bx,by,bz
120,0.087272726,0,0,-0.20363641,0.025454521,0.51272726,-1.921625,1.2802501,1.5213125,1.058125,-1.8779376,1.8965626
160,0.05818182,0,0,-0.2509091,-0.01636362,0.5290909,2.0001874,1.1669376,1.3731875,1.0845001,-1.8950624,1.9101875
200,0.060909092,0,0,-0.32727265,-0.050909042,0.5472727,1.9784999,1.24125,1.263,1.0992501,-1.9034375,1.9008751
240,0.06727273,0,0,-0.2854545,0.00181818,0.570909,2.0075002,1.1719999,1.3035624,1.0614376,-1.9068125,1.893125
280,0.07545455,0,0,-0.2672727,0.014545441,0.5890908,2.0414376,1.2771249,1.2996874,1.0579374,-1.898625,1.8873124
320,0.08181818,0,0,-0.2672727,0.01999998,0.61272717,2.0604377,1.2251875,1.2369375,1.03075,-1.8854375,1.8738124
360,0.060909092,0,0,-0.27272725,-0.00363636,0.63636374,2.0567498,1.1354375,1.2314999,1.0209374,-1.875875,1.8775625
400,0.055454545,0,0,-0.26181817,-0.103636265,0.6581819,-1.98275,1.10975,1.181375,1.0519376,-1.8668125,1.8838124
440,0.060909092,0,0,-0.23818183,-0.1672728,0.6581819,-1.876,1.1368749,1.1764376,1.043375,-1.8724375,1.8873124
480,0.060909092,0,0,-0.23818183,-0.20363641,0.63636374,-1.800875,1.1186249,1.1856251,1.065625,-1.88425,1.897125
520,0.07545455,0,0,-0.23272729,-0.23272729,0.629091,-1.731625,1.2024374,1.1763124,1.095,-1.895625,1.9078126
560,0.07909091,0,0,-0.23272729,-0.13818192,0.6763637,-1.81125,1.146375,1.147625,1.0964999,-1.9034375,1.9106874
600,0.08181818,0,0,-0.30909085,-0.045454502,0.71818185,-1.8760625,1.1500001,0.97818756,1.0940626,-1.901875,1.9072499
640,0.16090909,0,0,-0.42000008,-0.098181725,0.7872727,-1.9318125,1.0978751,0.96756244,1.071125,-1.8924375,1.9009376
680,0.21363637,0,0,-0.3909092,-0.2509091,0.6472728,2.0134373,0.9096875,0.78699994,1.04725,-1.88,1.8939376
720,2.92,2.861818,0,1.4909091,1.110909,0.3418181,1.9347501,1.3022499,1.1916251,0.318125,1.1858749,-0.65943754
760,0.34272727,0,0,1.1163635,-0.409091,0.6654546,-1.8439375,1.6607499,2.0568752,0.2909999,1.2323124,-1.9073125
800,0.3809091,0,0,1.3800001,0.46545458,-0.045454502,1.4855001,2.0413752,1.9124999,0.048000097,-1.59525,1.07475
840,0.3018182,0,0,1.04,0.7290909,0.23636365,-1.376375,1.8339374,-0.69275,0.048312426,-1.5025625,0.5713749
880,0.24,0,0,0.92363644,0.5181818,0.41272736,-1.4733751,1.0976875,-0.8689375,0.6716249,-1.70025,1.5738125
920,0.122727275,0,0,0.8054545,0.389091,0.4181819,-1.92075,1.4683125,-0.87206244,1.4284375,-1.9724375,2.0190625
960,0.02,0,0,0.67090917,0.35454535,0.43090916,1.8748126,1.0715001,-1.1818125,1.7405624,-1.907,-1.9543124
1000,0.02,0,0,0.5290909,0.36545444,0.4181819,1.9273126,1.1396251,-1.407125,1.6847501,-1.864375,2.0839376
1040,0.017272728,0,0,-0.06909084,0.36545444,0.2781818,2.0655627,1.0286875,-1.4779375,1.10375,-1.90075,1.9816251
1080,0.05818182,0,0,-0.114545345,0.31818175,0.30727267,2.0673752,1.039125,-1.860625,1.1735625,-1.830875,1.8579376
1120,0.060909092,0,0,-0.36181808,0.30181813,0.37090898,1.8413751,1.017,2.0308123,1.3756876,-1.9141876,1.7760625
1160,0.060909092,0,0,-0.2672727,0.26545453,0.4363637,1.7380624,0.9963751,1.7539375,1.3575001,-1.937375,1.73775
1200,0.02,0,0,-0.20363641,0.17272735,0.47090912,1.6794374,1.09425,1.6103125,1.496875,-1.92375,1.771375
1240,0.06363636,0,0,-0.1854546,0.090909004,0.51272726,1.7799375,1.2098124,1.6317501,1.6240625,-1.924,1.7962501
1280,0.02,0,0,-0.2509091,0.12545466,0.49454546,1.8162501,1.1506875,1.75425,1.7049375,-1.9394375,1.8129375
1320,0.017272728,0,0,-0.2854545,0.16000009,0.51272726,1.8331876,1.1135001,1.5730624,1.6078751,-1.9579375,1.769625
