Timestamp,fsrLEFT,fsrMIDDLE,fsrRIGHT,xpin,ypin,zpin,ax,ay,az,bx,by,bz,
160.0,0.2309091,0.0,0.0,0.3418181,0.025454521,0.4181819,-1.7112501,1.1550624,-1.798625,1.24,-1.7940625,2.0006876,
200.0,0.22272727,0.0,0.0,0.330909,0.107272625,0.40727282,-1.6967499,1.2098124,-1.8315,1.09675,-1.7473125,1.9389374,
240.0,0.21909091,0.0,0.0,0.23636365,0.112727165,0.39454556,-1.7635624,1.1256876,-1.8,1.02775,-1.7336875,1.888375,
280.0,0.2309091,0.0,0.0,0.21818185,0.096363544,0.35454535,-1.8666875,1.1503124,-1.84075,0.964375,-1.718125,1.8500626,
320.0,0.21909091,0.0,0.0,0.23090911,-0.027272701,0.38363647,-1.8951875,1.1690626,-1.7955625,0.95974994,-1.709,1.8255,
360.0,0.22545454,0.0,0.0,0.3418181,-0.03272724,0.41272736,2.090375,1.176125,-1.8338125,0.9798751,-1.7183125,1.8313749,
400.0,0.26090908,0.0,0.0,0.37090898,-0.090909004,0.44181824,-1.7989376,1.18175,-1.853,0.9541874,-1.7231874,1.839875,
440.0,0.21363637,0.0,0.0,0.3599999,-0.090909004,0.4545455,-1.7036874,1.2268751,-1.921875,0.97775006,-1.72475,1.856875,
480.0,0.20454545,0.0,0.0,0.21818185,-0.03818178,0.5290909,-1.6384375,1.1925626,2.0121875,1.0445626,-1.747625,1.90625,
520.0,0.20454545,0.0,0.0,0.1309092,-0.061818123,0.5818181,-1.58,0.91612506,1.9159374,1.1608751,-1.7759376,1.9705,
560.0,0.17818181,0.0,0.0,0.096363544,-0.07454538,0.67090917,-1.7595,0.87162495,1.7995,1.2365625,-1.7791874,2.0006251,
600.0,0.15454546,0.0,0.0,-0.0036363602,-0.121818066,0.7054546,-1.8384376,0.80806255,1.6083126,1.234,-1.7765,1.9969375,
640.0,0.17545454,0.0,0.0,0.17818189,-0.3145454,0.79999995,-1.67725,0.5063751,1.5873749,1.1723125,-1.7621875,1.9748125,
680.0,0.19636364,0.0,0.0,0.2781818,-0.2854545,0.78181815,-1.6010625,0.6106875,1.63625,1.0678124,-1.7335,1.915875,
720.0,0.21363637,0.0,0.0,0.35454535,0.12545466,0.629091,-1.2776251,0.7818124,1.8033125,0.977875,-1.7190626,1.8691876,
760.0,0.11090909,2.8936365,0.0,1.8672729,-0.47818184,1.2509093,-1.435125,1.1454375,-1.787,-1.6891875,1.68875,-0.30593753,
800.0,0.087272726,0.0,0.0,0.15454555,0.330909,0.18363643,-1.776125,1.7305,-1.9273125,0.089999914,-1.0983125,0.9758749,
840.0,0.10181818,0.0,0.0,0.12545466,0.47636366,-0.050909042,2.005375,1.9430001,-1.89125,0.858125,-1.9345,1.5198126,
880.0,0.096363634,0.0,0.0,-0.0036363602,0.5472727,-0.12727284,1.5484376,2.0107498,-1.8473125,1.3231249,-1.9800625,1.5395625,
920.0,0.096363634,0.0,0.0,-0.056363583,0.5527272,-0.021818161,1.1515625,1.78425,-1.4951875,1.132375,-1.90075,1.6356876,
960.0,0.07272727,0.0,0.0,0.24909091,0.6945455,0.0727272,0.7033124,1.4282501,-1.2471875,0.9188125,-1.6314375,2.051125,
1000.0,0.13181818,0.0,0.0,0.6418183,0.70000005,0.18363643,0.5267501,1.3100624,-1.248875,1.4905,-1.82875,1.916625,
1040.0,0.12818182,0.0,0.0,0.7054546,0.5363636,0.26,0.6465626,1.3495624,-0.8943125,1.6993749,-1.813125,1.894125,
1080.0,0.10181818,0.0,0.0,0.5818181,0.47636366,0.24181819,0.9946251,1.5497501,-0.92625,1.2548125,-1.7271249,1.8682499,
1120.0,0.084545456,0.0,0.0,0.570909,0.4545455,0.24181819,1.5327499,1.5369375,-1.08525,0.7263751,-1.805125,1.7909999,
1160.0,0.10818182,0.0,0.0,0.5654545,0.4000001,0.26,1.794375,1.2455626,-1.4725001,1.1571875,-1.7878125,1.7321875,
1200.0,0.122727275,0.0,0.0,0.6945455,0.25454545,0.28363633,1.8148749,1.3059375,-1.348625,1.2180624,-1.7976875,1.7251875,
1240.0,0.09909091,0.0,0.0,0.40727282,0.26545453,0.28909087,1.8733749,1.4999375,-1.4150624,0.9724374,-1.823875,1.7223749,
1280.0,0.10545454,0.0,0.0,0.07818174,0.28363633,0.2945454,1.9806249,1.1429374,-1.69375,1.2498126,-1.8103125,1.7306249,
1320.0,0.087272726,0.0,0.0,-0.12727284,0.35454535,0.34727263,1.7483749,1.0159376,2.0274377,0.9853749,-1.728375,1.66625,
1360.0,0.122727275,0.0,0.0,-0.06909084,0.35454535,0.37818193,1.59675,0.96793747,-1.8505,1.1247499,-1.737375,1.7344999,
